date,n_total,n_tanker
2025-12-13,57,31
2025-12-14,62,42
2025-12-15,68,29
2025-12-16,75,46
2025-12-17,59,38
2025-12-18,70,40
2025-12-19,52,29
2025-12-20,57,26
2025-12-21,57,30
2025-12-22,58,31
2025-12-23,74,36
2025-12-24,75,32
2025-12-25,85,48
2025-12-26,76,46
2025-12-27,79,49
2025-12-28,75,36
2025-12-29,70,38
2025-12-30,74,40
2025-12-31,86,55
2026-01-01,68,33
2026-01-02,65,33
2026-01-03,69,41
2026-01-04,71,35
2026-01-05,64,36
2026-01-06,82,40
2026-01-07,84,47
2026-01-08,70,40
2026-01-09,90,50
2026-01-10,77,41
2026-01-11,77,39
2026-01-12,71,44
2026-01-13,63,31
2026-01-14,78,42
2026-01-15,73,41
2026-01-16,75,40
2026-01-17,55,31
2026-01-18,72,29
2026-01-19,78,41
2026-01-20,85,47
2026-01-21,73,42
2026-01-22,68,36
2026-01-23,62,29
2026-01-24,63,31
2026-01-25,90,59
2026-01-26,54,28
2026-01-27,79,42
2026-01-28,67,40
2026-01-29,86,48
2026-01-30,86,48
2026-01-31,100,56
2026-02-01,80,37
2026-02-02,90,55
2026-02-03,83,45
2026-02-04,77,43
2026-02-05,89,46
2026-02-06,82,50
2026-02-07,90,48
2026-02-08,90,49
2026-02-09,66,41
2026-02-10,95,59
2026-02-11,82,46
2026-02-12,119,55
2026-02-13,110,64
2026-02-14,99,58
2026-02-15,87,50
2026-02-16,95,60
2026-02-17,91,43
2026-02-18,113,52
2026-02-19,115,62
2026-02-20,90,54
2026-02-21,94,54
2026-02-22,129,72
2026-02-23,103,62
2026-02-24,107,55
2026-02-25,109,58
2026-02-26,102,53
2026-02-27,95,53
2026-02-28,76,44
2026-03-01,17,7
2026-03-02,4,2
2026-03-03,5,2
2026-03-04,3,0
2026-03-05,4,1
2026-03-06,5,0
2026-03-07,7,2
2026-03-08,6,1
2026-03-09,9,6
2026-03-10,4,1
2026-03-11,5,1
2026-03-12,8,3
2026-03-13,3,3
2026-03-14,3,1
2026-03-15,9,5
2026-03-16,4,0
2026-03-17,2,1
2026-03-18,1,0
2026-03-19,3,1
2026-03-20,6,3
2026-03-21,0,0
2026-03-22,3,0
2026-03-23,4,2
2026-03-24,2,1
2026-03-25,1,1
2026-03-26,5,0
2026-03-27,3,0
2026-03-28,4,0
2026-03-29,5,2
2026-03-30,17,12
2026-03-31,6,2
2026-04-01,6,0
2026-04-02,6,2
2026-04-03,5,4
2026-04-04,10,2
2026-04-05,9,7
2026-04-06,5,1
2026-04-07,4,3
2026-04-08,4,0
2026-04-09,9,4
2026-04-10,5,1
2026-04-11,11,5
2026-04-12,8,3
2026-04-13,11,4
2026-04-14,10,3
2026-04-15,10,4
2026-04-16,6,3
2026-04-17,14,4
2026-04-18,29,16
2026-04-19,4,2
